movement_source_key,product_id,movement_datetime,movement_type,quantity_change,source_type,source_id,reason_code,recorded_by
MOV-POS-20240414-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-14T17:00:00+10:00,USE,-1.494000,POS_SALE,POS-20240414-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240414-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-14T17:00:00+10:00,USE,-4.833333,POS_SALE,POS-20240414-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240414-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-14T17:00:00+10:00,USE,-5.166667,POS_SALE,POS-20240414-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240414-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-14T17:00:00+10:00,USE,-0.558000,POS_SALE,POS-20240414-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240414-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-14T17:00:00+10:00,USE,-10.500000,POS_SALE,POS-20240414-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240414-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-14T17:00:00+10:00,USE,-0.756000,POS_SALE,POS-20240414-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240414-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-14T17:00:00+10:00,USE,-3.200000,POS_SALE,POS-20240414-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-14-MILK_FULL,MILK_FULL,2024-04-14T17:30:00+10:00,WASTE,-0.200000,WASTE_LOG,WASTE-2024-04-14-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-14-MILK_OAT,MILK_OAT,2024-04-14T17:30:00+10:00,WASTE,-0.117000,WASTE_LOG,WASTE-2024-04-14-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-14-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-14T17:30:00+10:00,WASTE,-0.010000,WASTE_LOG,WASTE-2024-04-14-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-14-CROISSANT,CROISSANT,2024-04-14T17:30:00+10:00,WASTE,-2.000000,WASTE_LOG,WASTE-2024-04-14-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-14-EGGS,EGGS,2024-04-14T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-14-EGGS,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-13-2024-04-15-SUP_A-CROISSANT,CROISSANT,2024-04-15T08:00:00+10:00,RECEIVE,25.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-13-2024-04-15-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-13-2024-04-15-SUP_B-MILK_FULL,MILK_FULL,2024-04-15T08:00:00+10:00,RECEIVE,16.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-13-2024-04-15-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-13-2024-04-15-SUP_B-MILK_OAT,MILK_OAT,2024-04-15T08:00:00+10:00,RECEIVE,11.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-13-2024-04-15-SUP_B-MILK_OAT,,Manager
MOV-GRI-POI-PO-2024-04-13-2024-04-15-SUP_C-EGGS,EGGS,2024-04-15T08:00:00+10:00,RECEIVE,225.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-13-2024-04-15-SUP_C-EGGS,,Manager
MOV-GRI-POI-PO-2024-04-13-2024-04-15-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-15T08:00:00+10:00,RECEIVE,8.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-13-2024-04-15-SUP_D-COFFEE_REGULAR,,Manager
MOV-GRI-POI-PO-2024-04-14-2024-04-15-SUP_A-CROISSANT,CROISSANT,2024-04-15T08:00:00+10:00,RECEIVE,20.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-14-2024-04-15-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-14-2024-04-15-SUP_B-MILK_FULL,MILK_FULL,2024-04-15T08:00:00+10:00,RECEIVE,15.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-14-2024-04-15-SUP_B-MILK_FULL,,Manager
MOV-POS-20240415-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-15T17:00:00+10:00,USE,-24.000000,POS_SALE,POS-20240415-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240415-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-15T17:00:00+10:00,USE,-6.000000,POS_SALE,POS-20240415-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240415-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-15T17:00:00+10:00,USE,-11.000000,POS_SALE,POS-20240415-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240415-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-15T17:00:00+10:00,USE,-8.760000,POS_SALE,POS-20240415-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240415-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-15T17:00:00+10:00,USE,-1.314000,POS_SALE,POS-20240415-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240415-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-15T17:00:00+10:00,USE,-3.333333,POS_SALE,POS-20240415-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240415-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-15T17:00:00+10:00,USE,-3.833333,POS_SALE,POS-20240415-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240415-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-15T17:00:00+10:00,USE,-0.414000,POS_SALE,POS-20240415-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240415-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-15T17:00:00+10:00,USE,-9.250000,POS_SALE,POS-20240415-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240415-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-15T17:00:00+10:00,USE,-0.666000,POS_SALE,POS-20240415-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240415-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-15T17:00:00+10:00,USE,-2.400000,POS_SALE,POS-20240415-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-15-MILK_FULL,MILK_FULL,2024-04-15T17:30:00+10:00,WASTE,-0.232000,WASTE_LOG,WASTE-2024-04-15-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-15-MILK_OAT,MILK_OAT,2024-04-15T17:30:00+10:00,WASTE,-0.114000,WASTE_LOG,WASTE-2024-04-15-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-15-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-15T17:30:00+10:00,WASTE,-0.011000,WASTE_LOG,WASTE-2024-04-15-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-15-CROISSANT,CROISSANT,2024-04-15T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-15-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-15-2024-04-16-SUP_A-CROISSANT,CROISSANT,2024-04-16T08:00:00+10:00,RECEIVE,20.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-15-2024-04-16-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-15-2024-04-16-SUP_B-MILK_FULL,MILK_FULL,2024-04-16T08:00:00+10:00,RECEIVE,15.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-15-2024-04-16-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-15-2024-04-16-SUP_B-MILK_OAT,MILK_OAT,2024-04-16T08:00:00+10:00,RECEIVE,13.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-15-2024-04-16-SUP_B-MILK_OAT,,Manager
MOV-POS-20240416-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-16T17:00:00+10:00,USE,-29.000000,POS_SALE,POS-20240416-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240416-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-16T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240416-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240416-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-16T17:00:00+10:00,USE,-13.000000,POS_SALE,POS-20240416-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240416-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-16T17:00:00+10:00,USE,-8.880000,POS_SALE,POS-20240416-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240416-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-16T17:00:00+10:00,USE,-1.332000,POS_SALE,POS-20240416-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240416-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-16T17:00:00+10:00,USE,-3.333333,POS_SALE,POS-20240416-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240416-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-16T17:00:00+10:00,USE,-4.500000,POS_SALE,POS-20240416-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240416-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-16T17:00:00+10:00,USE,-0.486000,POS_SALE,POS-20240416-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240416-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-16T17:00:00+10:00,USE,-9.500000,POS_SALE,POS-20240416-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240416-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-16T17:00:00+10:00,USE,-0.684000,POS_SALE,POS-20240416-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240416-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-16T17:00:00+10:00,USE,-2.600000,POS_SALE,POS-20240416-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-16-MILK_FULL,MILK_FULL,2024-04-16T17:30:00+10:00,WASTE,-0.177000,WASTE_LOG,WASTE-2024-04-16-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-16-MILK_OAT,MILK_OAT,2024-04-16T17:30:00+10:00,WASTE,-0.160000,WASTE_LOG,WASTE-2024-04-16-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-16-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-16T17:30:00+10:00,WASTE,-0.018000,WASTE_LOG,WASTE-2024-04-16-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-16-CROISSANT,CROISSANT,2024-04-16T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-16-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-16-2024-04-17-SUP_A-CROISSANT,CROISSANT,2024-04-17T08:00:00+10:00,RECEIVE,21.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-16-2024-04-17-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-16-2024-04-17-SUP_B-MILK_FULL,MILK_FULL,2024-04-17T08:00:00+10:00,RECEIVE,15.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-16-2024-04-17-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-16-2024-04-17-SUP_B-MILK_OAT,MILK_OAT,2024-04-17T08:00:00+10:00,RECEIVE,12.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-16-2024-04-17-SUP_B-MILK_OAT,,Manager
MOV-POS-20240417-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-17T17:00:00+10:00,USE,-28.000000,POS_SALE,POS-20240417-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240417-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-17T17:00:00+10:00,USE,-8.000000,POS_SALE,POS-20240417-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240417-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-17T17:00:00+10:00,USE,-13.000000,POS_SALE,POS-20240417-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240417-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-17T17:00:00+10:00,USE,-8.520000,POS_SALE,POS-20240417-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240417-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-17T17:00:00+10:00,USE,-1.278000,POS_SALE,POS-20240417-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240417-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-17T17:00:00+10:00,USE,-3.166667,POS_SALE,POS-20240417-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240417-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-17T17:00:00+10:00,USE,-4.333333,POS_SALE,POS-20240417-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240417-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-17T17:00:00+10:00,USE,-0.468000,POS_SALE,POS-20240417-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240417-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-17T17:00:00+10:00,USE,-9.000000,POS_SALE,POS-20240417-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240417-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-17T17:00:00+10:00,USE,-0.648000,POS_SALE,POS-20240417-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240417-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-17T17:00:00+10:00,USE,-2.800000,POS_SALE,POS-20240417-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-17-MILK_FULL,MILK_FULL,2024-04-17T17:30:00+10:00,WASTE,-0.194000,WASTE_LOG,WASTE-2024-04-17-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-17-MILK_OAT,MILK_OAT,2024-04-17T17:30:00+10:00,WASTE,-0.141000,WASTE_LOG,WASTE-2024-04-17-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-17-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-17T17:30:00+10:00,WASTE,-0.018000,WASTE_LOG,WASTE-2024-04-17-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-17-CROISSANT,CROISSANT,2024-04-17T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-17-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-17-2024-04-18-SUP_A-CROISSANT,CROISSANT,2024-04-18T08:00:00+10:00,RECEIVE,31.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-17-2024-04-18-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-17-2024-04-18-SUP_B-MILK_FULL,MILK_FULL,2024-04-18T08:00:00+10:00,RECEIVE,15.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-17-2024-04-18-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-17-2024-04-18-SUP_B-MILK_OAT,MILK_OAT,2024-04-18T08:00:00+10:00,RECEIVE,13.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-17-2024-04-18-SUP_B-MILK_OAT,,Manager
MOV-POS-20240418-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-18T17:00:00+10:00,USE,-30.000000,POS_SALE,POS-20240418-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240418-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-18T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240418-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240418-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-18T17:00:00+10:00,USE,-14.000000,POS_SALE,POS-20240418-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240418-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-18T17:00:00+10:00,USE,-9.360000,POS_SALE,POS-20240418-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240418-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-18T17:00:00+10:00,USE,-1.404000,POS_SALE,POS-20240418-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240418-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-18T17:00:00+10:00,USE,-3.500000,POS_SALE,POS-20240418-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240418-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-18T17:00:00+10:00,USE,-4.666667,POS_SALE,POS-20240418-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240418-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-18T17:00:00+10:00,USE,-0.504000,POS_SALE,POS-20240418-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240418-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-18T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240418-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240418-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-18T17:00:00+10:00,USE,-0.720000,POS_SALE,POS-20240418-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240418-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-18T17:00:00+10:00,USE,-3.000000,POS_SALE,POS-20240418-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-18-MILK_FULL,MILK_FULL,2024-04-18T17:30:00+10:00,WASTE,-0.103000,WASTE_LOG,WASTE-2024-04-18-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-18-MILK_OAT,MILK_OAT,2024-04-18T17:30:00+10:00,WASTE,-0.070000,WASTE_LOG,WASTE-2024-04-18-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-18-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-18T17:30:00+10:00,WASTE,-0.015000,WASTE_LOG,WASTE-2024-04-18-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-18-CROISSANT,CROISSANT,2024-04-18T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-18-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-18-2024-04-19-SUP_A-CROISSANT,CROISSANT,2024-04-19T08:00:00+10:00,RECEIVE,33.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-18-2024-04-19-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-18-2024-04-19-SUP_B-MILK_FULL,MILK_FULL,2024-04-19T08:00:00+10:00,RECEIVE,15.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-18-2024-04-19-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-18-2024-04-19-SUP_B-MILK_OAT,MILK_OAT,2024-04-19T08:00:00+10:00,RECEIVE,14.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-18-2024-04-19-SUP_B-MILK_OAT,,Manager
MOV-GRI-POI-PO-2024-04-18-2024-04-19-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-19T08:00:00+10:00,RECEIVE,8.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-18-2024-04-19-SUP_D-COFFEE_REGULAR,,Manager
MOV-POS-20240419-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-19T17:00:00+10:00,USE,-32.000000,POS_SALE,POS-20240419-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240419-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-19T17:00:00+10:00,USE,-12.000000,POS_SALE,POS-20240419-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240419-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-19T17:00:00+10:00,USE,-14.000000,POS_SALE,POS-20240419-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240419-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-19T17:00:00+10:00,USE,-9.840000,POS_SALE,POS-20240419-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240419-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-19T17:00:00+10:00,USE,-1.476000,POS_SALE,POS-20240419-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240419-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-19T17:00:00+10:00,USE,-3.833333,POS_SALE,POS-20240419-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240419-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-19T17:00:00+10:00,USE,-5.666667,POS_SALE,POS-20240419-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240419-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-19T17:00:00+10:00,USE,-0.612000,POS_SALE,POS-20240419-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240419-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-19T17:00:00+10:00,USE,-10.500000,POS_SALE,POS-20240419-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240419-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-19T17:00:00+10:00,USE,-0.756000,POS_SALE,POS-20240419-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240419-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-19T17:00:00+10:00,USE,-3.200000,POS_SALE,POS-20240419-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-19-MILK_FULL,MILK_FULL,2024-04-19T17:30:00+10:00,WASTE,-0.270000,WASTE_LOG,WASTE-2024-04-19-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-19-MILK_OAT,MILK_OAT,2024-04-19T17:30:00+10:00,WASTE,-0.099000,WASTE_LOG,WASTE-2024-04-19-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-19-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-19T17:30:00+10:00,WASTE,-0.018000,WASTE_LOG,WASTE-2024-04-19-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-19-CROISSANT,CROISSANT,2024-04-19T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-19-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-19-2024-04-20-SUP_A-CROISSANT,CROISSANT,2024-04-20T08:00:00+10:00,RECEIVE,91.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-19-2024-04-20-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-19-2024-04-20-SUP_B-MILK_FULL,MILK_FULL,2024-04-20T08:00:00+10:00,RECEIVE,33.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-19-2024-04-20-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-19-2024-04-20-SUP_B-MILK_OAT,MILK_OAT,2024-04-20T08:00:00+10:00,RECEIVE,24.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-19-2024-04-20-SUP_B-MILK_OAT,,Manager
MOV-POS-20240420-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-20T17:00:00+10:00,USE,-46.000000,POS_SALE,POS-20240420-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240420-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-20T17:00:00+10:00,USE,-28.000000,POS_SALE,POS-20240420-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240420-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-20T17:00:00+10:00,USE,-14.000000,POS_SALE,POS-20240420-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240420-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-20T17:00:00+10:00,USE,-8.880000,POS_SALE,POS-20240420-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240420-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-20T17:00:00+10:00,USE,-1.332000,POS_SALE,POS-20240420-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240420-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-20T17:00:00+10:00,USE,-4.333333,POS_SALE,POS-20240420-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240420-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-20T17:00:00+10:00,USE,-5.333333,POS_SALE,POS-20240420-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240420-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-20T17:00:00+10:00,USE,-0.576000,POS_SALE,POS-20240420-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240420-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-20T17:00:00+10:00,USE,-9.500000,POS_SALE,POS-20240420-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240420-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-20T17:00:00+10:00,USE,-0.684000,POS_SALE,POS-20240420-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240420-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-20T17:00:00+10:00,USE,-2.800000,POS_SALE,POS-20240420-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-20-MILK_FULL,MILK_FULL,2024-04-20T17:30:00+10:00,WASTE,-0.246000,WASTE_LOG,WASTE-2024-04-20-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-20-MILK_OAT,MILK_OAT,2024-04-20T17:30:00+10:00,WASTE,-0.160000,WASTE_LOG,WASTE-2024-04-20-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
